network,state,site_name,description,start,end,latitude,longitude,elev,county,site_id,date,snow_water_equivalent,precipitation_cumulative,temperature_max,temperature_min,temperature_mean,precipitation,latitude_copy
SNTL,OR,miller woods,Baker Creek (170900080606),2006-09-01,2023-11-28,45.25,-123.28,128,Yamhill,1084,2023-02-27,45.7,866.1,6.8,1.1,3,2.5,45.25
SNTL,OR,sun pass,Egan Spring-Williamson River (180102010602),2006-06-01,2023-11-28,42.79,-121.98,1646,Klamath,1078,2023-04-08,746.8,876.3,9.7,-0.7,3.7,2.5,42.79
SNTL,WA,marten ridge,Swift Creek (171100051004),2006-07-01,2023-11-28,48.76,-121.7,1073,Whatcom,999,2023-04-23,1518.9,2532.4,4.7,0.1,2.7,33,48.76
SNTL,WA,sawmill ridge,Lester Creek-Green River (171100130104),2006-07-01,2023-11-28,47.16,-121.42,1414,King,1068,2023-04-22,998.2,1158.2,7.8,0.2,4,0,47.16
SNTL,WY,grand targhee,Spring Creek (170402040202),2006-08-01,2023-11-28,43.78,-110.93,2822,Teton,1082,2023-04-29,1285.2,807.7,12.4,1.4,6.8,2.5,43.78
SNTL,CA,carson pass,Caples Creek (180201290101),2004-10-01,2023-11-28,38.69,-120,2547,Alpine,1067,2023-04-08,1734.8,1574.8,9,-2.9,2,0,38.69
SNTL,CO,bear river,Yamcolo Reservoir-Bear River (140500010102),2004-10-01,2023-11-28,40.06,-107.01,2777,Routt,1061,2023-04-09,320,363.2,8.9,-5.2,1.3,0,40.06
SNTL,CO,sharkstooth,Bear Creek (140300020206),2004-10-01,2023-11-28,37.5,-108.11,3276,Montezuma,1060,2023-04-10,942.3,878.8,13.3,0.2,6.4,0,37.5
SNTL,UT,gardner peak,Grass Valley Creek (150100080701),2004-10-01,2023-11-28,37.4,-113.46,2537,Washington,1066,2023-04-07,599.4,716.3,9.4,1.8,4.5,0,37.4
SNTL,UT,gutz peak,Pine Park Canyon (150100100101),2004-10-01,2023-11-28,37.5,-113.94,2061,Washington,1065,2023-04-06,655.3,1003.3,8.7,-7.9,-0.1,0,37.5
SNTL,UT,lightning ridge,Left Fork South Fork Ogden River (160201020201),2004-10-01,2023-11-28,41.36,-111.49,2504,Weber,1056,2023-04-10,878.8,891.5,14.3,3.7,9.1,0,41.36
SNTL,CA,burnside lake,Hot Springs Creek (160502010107),2003-10-01,2023-11-28,38.72,-119.89,2478,Alpine,1051,2023-04-08,1559.6,1582.4,11,-3.1,3,0,38.72
SNTL,CA,forestdale creek,Upper West Fork Carson River (160502010301),2003-10-01,2023-11-28,38.68,-119.96,2444,Alpine,1049,2023-04-10,1996.4,1833.9,14.4,4.2,8.9,0,38.68
SNTL,CA,horse meadow,Middle West Fork Carson River (160502010302),2003-10-01,2023-11-28,38.84,-119.89,2608,Alpine,1050,2023-04-11,1371.6,1125.2,10.6,0.2,5.2,0,38.84
SNTL,CA,summit meadow,Mill Creek (160503020203),2003-10-01,2023-11-28,38.4,-119.54,2839,Mono,1052,2023-04-07,1574.8,1005.8,2.6,-4.7,-1.9,0,38.4
SNTL,CO,cochetopa pass,Luders Creek (130100040203),2004-09-01,2023-11-28,38.16,-106.6,3067,Saguache,1059,2023-04-02,144.8,149.9,8.6,-3.5,1.8,0,38.16
SNTL,CO,glen cove,Headwaters Fountain Creek (110200030201),2004-08-01,2023-11-28,38.88,-105.08,3472,Teller,1057,2023-05-21,94,426.7,11,-1.3,3.6,0,38.88
SNTL,CO,grayback,East Fork Pinos Creek (130100020101),2004-09-01,2023-11-28,37.47,-106.54,3544,Rio Grande,1058,2023-03-22,129.5,475,-1.8,-10.1,-5.2,15.2,37.47
SNTL,ID,myrtle creek,Myrtle Creek (170101040701),2003-10-01,2023-11-28,48.72,-116.46,1073,Boundary,1053,2023-03-17,154.9,388.6,8.9,-3.9,2.2,0,48.72
SNTL,OR,toketee airstrip,Lower Fish Creek (171003010404),2003-10-01,2023-11-28,43.23,-122.43,988,Douglas,1044,2023-04-06,221,894.1,8,1.3,4.4,5.1,43.23
SNTL,UT,farmington lower,Farmington Creek-Frontal Farmington Bay (160201020502),2003-11-01,2023-11-28,40.99,-111.82,2066,Davis,1054,2023-04-12,1427.5,1275.1,14.4,4.2,10,0,40.99
SNTL,WY,little snake river,Little Snake River-Tennessee Creek (140500030103),2004-07-01,2023-11-28,41.07,-106.94,2721,Carbon,1047,2023-04-08,1036.3,1099.8,7.8,-5.8,0.5,2.5,41.07
SNTL,CO,beaver ck village,Beaver Creek-Eagle Creek (140100030301),2002-11-01,2023-11-28,39.6,-106.51,2611,Eagle,1041,2023-04-07,375.9,401.3,9.8,-7.7,0.8,0,39.6
SNTL,CO,mccoy park,June Creek-Eagle River (140100030302),2002-10-01,2023-11-28,39.6,-106.54,2900,Eagle,1040,2023-04-09,490.2,525.8,10,-2.9,3,0,39.6
SNTL,CO,wild basin,Headwaters North Saint Vrain Creek (101900050202),2002-12-01,2023-11-28,40.2,-105.6,2877,Boulder,1042,2023-05-01,520.7,523.2,15.1,0.1,7,0,40.2
SNTL,NM,mcknight cabin,Sheppard Canyon-Mimbres River (130302020103),2003-09-01,2023-11-28,33.01,-107.87,2817,Grant,1048,2023-03-04,121.9,292.1,7.8,-1.7,2.9,0,33.01
SNTL,UT,cascade mountain,Rock Canyon-Provo RIver (160202030505),2002-10-01,2023-11-28,40.28,-111.61,2370,Utah,1039,2023-04-08,1084.6,1036.3,10.8,2.7,6.3,0,40.28
SNTL,WA,mf nooksack,Clearwater Creek (171100040303),2002-10-01,2023-11-28,48.82,-121.93,1515,Whatcom,1011,2023-04-23,1651,2085.3,4.9,-0.2,2.3,15.2,48.82
SNTL,WA,sentinel butte,West Deer Creek (170200021705),2003-08-01,2023-11-28,48.86,-118.4,1426,Ferry,1043,2023-04-06,391.2,391.2,5.1,-2.5,1.4,2.5,48.86
SNTL,WY,crow creek,North Fork Crow Creek (101900090104),2003-08-01,2023-11-28,41.23,-105.39,2541,Albany,1045,2023-04-09,152.4,236.2,11.3,0.5,5.9,0,41.23
SNTL,CO,arapaho ridge,Rabbit Ears Creek-Troublesome Creek (140100010604),2002-08-01,2023-11-28,40.35,-106.38,3345,Grand,1030,2023-04-30,731.5,696,10.2,-0.9,4.3,0,40.35
SNTL,CO,never summer,Jack Creek (101800010401),2002-09-01,2023-11-28,40.4,-105.96,3146,Jackson,1031,2023-04-29,708.7,535.9,11.2,-8.4,1.5,0,40.4
SNTL,CO,rawah,Middle Canadian River (101800010603),2002-09-01,2023-11-28,40.71,-106.01,2764,Jackson,1032,2023-04-08,393.7,436.9,8.1,-1.6,2.1,0,40.71
SNTL,CO,zirkel,Middle North Fork North Platte River (101800010202),2002-08-01,2023-11-28,40.79,-106.6,2846,Jackson,1033,2023-04-11,883.9,904.2,13.8,6.6,9.9,0,40.79
SNTL,ID,long valley,Lake Fork Creek (170501230206),2001-10-01,2023-11-28,44.79,-116.09,1490,Valley,1016,2023-04-07,292.1,429.3,9.5,-16.3,-1.6,0,44.79
SNTL,NM,sierra blanca,Upper Rio Ruidoso (130600080103),2002-09-01,2023-11-28,33.41,-105.79,3130,Lincoln,1034,2023-02-22,132.1,490.2,-2.7,-4.9,-3.8,12.7,33.41
SNTL,NM,vacas locas,Headwaters Rio de Las Vacas (130202020102),2001-10-01,2023-11-28,36.03,-106.81,2854,Rio Arriba,1017,2023-03-23,454.7,485.1,2.9,-6.6,-2.4,0,36.03
SNTL,UT,temple fork,Temple Fork (160102030303),2001-11-01,2023-11-28,41.79,-111.55,2257,Cache,1013,2023-04-08,749.3,718.8,11.8,-0.3,4.4,0,41.79
SNTL,WA,swift creek,Swift Creek (170800020304),2001-10-01,2023-11-28,46.16,-122.18,1353,Skamania,1012,2023-04-25,2585.7,3530.6,11.3,-0.1,5.1,0,46.16
SNTL,WY,sage creek basin,Little Jack Creek (101800020802),2001-10-01,2023-11-28,41.4,-107.26,2393,Carbon,1015,2023-04-10,675.6,528.3,10.8,-0.3,5.8,0,41.4
SNTL,CO,middle fork camp,Headwaters Williams Fork (140100010402),2001-09-01,2023-11-28,39.8,-106.03,2734,Grand,1014,2023-04-08,337.8,342.9,11.5,-6.4,1.7,0,39.8
SNTL,ID,moscow mountain,Little Bear Creek (170603061002),2000-10-01,2023-11-28,46.81,-116.85,1433,Latah,989,2023-04-04,515.6,789.9,1.3,-3.9,-2.3,0,46.81
SNTL,ID,smiley mountain,Lower Star Hope Creek (170402180102),2001-09-01,2023-11-28,43.73,-113.83,2902,Custer,926,2023-04-26,701,668,11.5,-3.3,4.1,0,43.73
SNTL,ID,van wyck,Lower North Crane Creek (170501240902),2000-10-01,2023-11-28,44.38,-116.34,1500,Washington,979,2023-04-04,315,419.1,2.1,-4.4,-2.1,0,44.38
SNTL,NV,lewis peak,Trout Creek (160401070903),2000-10-01,2023-11-28,40.36,-116.86,2246,Lander,1006,2023-04-08,645.2,703.6,10,-0.7,4.6,0,40.36
SNTL,OR,crazyman flat,Paradise Creek (180102020101),2001-09-01,2023-11-28,42.64,-120.95,1884,Klamath,1010,2023-04-08,642.6,640.1,8.3,-1.9,3.5,0,42.64
SNTL,UT,clayton springs,Coyote Hollow-Antimony Creek (160300020501),2000-10-01,2023-11-28,37.97,-111.83,3063,Garfield,983,2023-04-10,556.3,538.5,12.1,-4.3,4.4,0,37.97
SNTL,WA,beaver pass,Upper Big Beaver Creek (171100050605),2000-10-01,2023-11-28,48.88,-121.26,1106,Whatcom,990,2023-04-10,866.1,1165.9,3.8,0.8,1.9,7.6,48.88
SNTL,CA,crowder flat,Mosquito Creek-Willow Creek (180102040103),1999-10-01,2023-11-28,41.89,-120.75,1576,Modoc,977,2023-03-30,213.4,337.8,4.3,-8.8,-1.4,2.5,41.89
SNTL,CO,ute creek,East Fork Ute Creek (130100020604),2000-08-01,2023-11-28,37.61,-105.37,3272,Costilla,1005,2023-03-26,236.2,348,-5.2,-22.7,-12.3,0,37.61
SNTL,ID,hidden lake,Cow Creek (170101040502),2000-09-01,2023-11-28,48.89,-116.76,1536,Boundary,988,2023-04-24,759.5,1092.2,5.7,0.4,2.7,7.6,48.89
SNTL,MT,burnt mtn,Sand Creek (100700060802),2000-09-01,2023-11-28,45.24,-109.46,1792,Carbon,981,2023-04-07,279.4,332.7,14.8,-1.9,6.6,0,45.24
SNTL,OR,annie springs,Upper Annie Creek (180102030101),2000-09-01,2023-11-28,42.87,-122.17,1832,Klamath,1000,2023-04-22,1491,1516.4,13.6,-0.2,5.3,0,42.87
SNTL,UT,louis meadow,City Creek (160202040304),1999-10-01,2023-11-28,40.83,-111.76,2042,Salt Lake,972,2023-04-07,1099.8,1087.1,12.8,-5.3,2.5,0,40.83
SNTL,UT,parrish creek,Holbrook Creek-Frontal Farmington Bay (160201020501),1999-10-01,2023-11-28,40.93,-111.81,2359,Davis,971,2023-04-26,1503.7,1318.3,9.9,-0.9,4.8,0,40.93
SNTL,WA,sourdough gulch,Lick Creek (170601030202),2000-07-01,2023-11-28,46.24,-117.39,1219,Asotin,985,2022-12-25,66,218.4,8.8,4.8,7.2,0,46.24
SNTL,WA,spruce springs,North Fork Asotin Creek (170601030201),2000-07-01,2023-11-28,46.18,-117.54,1737,Garfield,984,2023-04-07,355.6,627.4,3.6,0.2,1.6,0,46.18
SNTL,WA,swamp creek,Upper Granite Creek (171100050503),1999-10-01,2023-11-28,48.57,-120.78,1198,Skagit,975,2023-03-18,482.6,627.4,10.7,-1.4,3,0,48.57
SNTL,WY,cole canyon,Middle Spearfish Creek (101202030302),2000-06-01,2023-11-28,44.49,-104.41,1801,Crook,982,2023-04-07,251.5,279.4,9.7,-3.1,4.2,0,44.49
SNTL,AZ,happy jack,Brady Canyon (150602020604),1999-06-01,2023-11-28,34.75,-111.41,2298,Coconino,969,2023-03-29,472.4,767.1,10.9,1.7,6.2,2.54,34.75
SNTL,CO,jones pass,Headwaters Williams Fork (140100010402),1999-09-01,2023-11-28,39.76,-105.91,3178,Grand,970,2023-04-08,393.7,459.7,6.5,-5.2,-0.2,0,39.76
SNTL,ID,bogus basin,Cottonwood Creek-Shafer Creek (170501220201),1999-09-01,2023-11-28,43.76,-116.1,1932,Boise,978,2023-04-24,998.2,797.6,3.8,-0.7,1.7,0,43.76
SNTL,ID,reynolds creek,Lower Reynolds Creek (170501030604),1999-08-01,2023-11-28,43.29,-116.84,1707,Owyhee,2029,2023-04-10,264.2,337.8,18.6,7.5,13.4,0,43.29
SNTL,MT,sacajawea,Upper Brackett Creek (100700030403),1999-09-01,2023-11-28,45.87,-110.93,1996,Gallatin,929,2023-04-07,393.7,614.7,13.6,-4.9,4.5,0,45.87
SNTL,OR,gerber reservoir,Gerber Reservoir (180102040508),1998-10-01,2023-11-28,42.21,-121.13,1490,Klamath,945,2023-03-15,71.1,279.4,2.8,-10.2,-2.8,0,42.21
SNTL,WA,burnt mountain,Wilkeson Creek (171100140103),1999-07-01,2023-11-28,47.04,-121.94,1271,Pierce,942,2023-04-23,731.5,1158.2,6.2,0.7,2.5,17.8,47.04
SNTL,WA,dungeness,Headwaters Dungeness River (171100200301),1998-10-01,2023-11-28,47.87,-123.08,1222,Clallam,943,2023-04-05,414,873.8,5.2,-5.6,0.2,0,47.87
SNTL,WA,waterhole,Lillian Creek (171100200506),1999-09-01,2023-11-28,47.94,-123.43,1527,Clallam,974,2023-04-22,858.5,1295.4,7.3,0.8,3.6,5.1,47.94
SNTL,WY,cinnabar park,The Big Hollow (101800100503),1999-06-01,2023-11-28,41.24,-106.23,2959,Albany,1046,2023-04-07,556.3,594.4,7.5,-13.8,-2,0,41.24
SNTL,CO,buckskin joe,Headwaters Middle Fork South Platte River (101900010102),1998-08-01,2023-11-28,39.3,-106.11,3403,Park,938,2023-04-29,213.4,297.2,10.1,-2,3.4,0,39.3
SNTL,CO,echo lake,Vance Creek (101900020801),1998-08-01,2023-11-28,39.66,-105.59,3260,Clear Creek,936,2023-04-29,210.8,292.1,9.6,-1.2,4.6,0,39.66
SNTL,CO,jackwhacker gulch,Geneva Creek (101900020201),1998-08-01,2023-11-28,39.57,-105.8,3369,Clear Creek,935,2023-04-09,304.8,408.9,7.5,-3.6,0.6,0,39.57
SNTL,CO,lost dog,Outlet North Fork Elk Creek (140500010203),1998-08-01,2023-11-28,40.82,-106.75,2843,Routt,940,2023-04-11,889,789.9,12.8,7,9.8,0,40.82
SNTL,CO,michigan creek,Michigan Creek (101900010404),1998-08-01,2023-11-28,39.44,-105.91,3262,Park,937,2023-04-26,243.8,350.5,7,-3,0.8,0,39.44
SNTL,CO,rough and tumble,Headwaters South Fork South Platte River (101900010202),1998-08-01,2023-11-28,39.03,-106.08,3180,Park,939,2023-04-30,116.8,177.8,12.3,-0.1,5.7,0,39.03
SNTL,NM,rice park,Sawyer Creek (130202070203),1998-08-01,2023-11-28,35.24,-108.27,2590,Cibola,933,2023-03-27,271.8,457.2,3.7,-12,-4.3,0,35.24
SNTL,NM,tolby,Ute Creek-Cimarron River (110800020107),1998-08-01,2023-11-28,36.47,-105.2,3115,Colfax,934,2023-04-02,279.4,340.4,7.7,-0.9,3.6,0,36.47
SNTL,WA,huckleberry creek,Silver Creek-White River (171100140307),1997-10-01,2023-11-28,47.07,-121.59,686,Pierce,928,2023-03-17,114.3,619.8,12.2,-3.9,2.4,2.5,47.07
SNTL,WA,mowich,Voight Creek (171100140105),1998-09-01,2023-11-28,46.93,-121.95,963,Pierce,941,2023-03-16,91.4,800.1,10.6,-2.4,3.4,0,46.93
SNTL,WY,big goose,Upper South Tongue River (100901010103),1998-07-01,2023-11-28,44.58,-107.2,2435,Sheridan,931,2023-04-10,279.4,289.6,19.3,2.3,10.7,0,44.58
SNTL,WY,gunsight pass,Middle South Fork Fish Creek (170401020102),1998-09-01,2023-11-28,43.38,-109.88,2993,Sublette,944,2023-04-29,383.5,378.5,14.2,-0.4,6.1,0,43.38
SNTL,AZ,snowslide canyon,Bear Jaw Canyon (150200160201),1997-09-01,2023-11-28,35.34,-111.65,2970,Coconino,927,2023-03-24,919.5,934.7,-0.3,-8.6,-5.6,0,35.34
SNTL,NM,elk cabin,Headwaters Santa Fe River (130202010102),1996-10-01,2023-11-28,35.71,-105.81,2511,Santa Fe,921,2023-03-01,149.9,304.8,3.9,-8.8,-1.2,5.08,35.71
SNTL,NM,santa fe,Headwaters Santa Fe River (130202010102),1996-10-01,2023-11-28,35.77,-105.78,3495,Santa Fe,922,2023-03-30,513.1,602,5.6,-10.1,-1.2,0,35.77
SNTL,OR,south fork bull run,South Fork Bull Run River (170800010504),1997-09-01,2023-11-28,45.45,-122.03,820,Clackamas,925,2023-04-21,398.8,2136.1,9.9,3.2,5,0,45.45
SNTL,WY,deer park,Headwaters Little Popo Agie River (100800030101),1997-08-01,2023-11-28,42.59,-108.9,2957,Fremont,923,2023-04-26,673.1,708.7,12.6,-7.4,1.8,0,42.59
SNTL,CO,medano pass,Medano Creek (130100030604),1995-10-01,2023-11-28,37.85,-105.44,2947,Saguache,914,2023-03-30,170.2,284.5,6.8,-6.2,1.7,0,37.85
SNTL,MT,albro lake,South Willow Creek (100200050701),1996-09-01,2023-11-28,45.6,-111.96,2530,Madison,916,2023-05-02,599.4,662.9,19.6,3.1,10,0,45.6
SNTL,SD,north rapid creek,North Fork Rapid Creek (101201100101),1996-08-01,2023-11-28,44.21,-103.79,1868,Lawrence,920,2023-04-08,213.4,246.4,15.2,-0.4,6.6,0,44.21
SNTL,CO,buffalo park,Red Dirt Creek (140100010706),1995-09-01,2023-11-28,40.23,-106.6,2819,Grand,913,2023-04-09,403.9,424.2,7.6,-9.5,-0.6,0,40.23
SNTL,ID,schwartz lake,Basin Creek (170602040604),1995-09-01,2023-11-28,44.85,-113.84,2630,Lemhi,915,2022-11-05,33,50.8,0.2,-8.1,-4.1,2.5,44.85
SNTL,UT,agua canyon,East Fork Sevier River Headwaters (160300020301),1994-10-01,2023-11-28,37.52,-112.27,2713,Kane,907,2023-04-07,548.6,510.5,8.3,-1.9,2.8,0,37.52
SNTL,UT,dry fork,Bingham Creek (160202040106),1994-10-01,2023-11-28,40.57,-112.17,2162,Salt Lake,906,2023-04-08,680.7,673.1,15.1,2.1,5.9,0,40.57
SNTL,WA,elbow lake,Wanlick Creek-South Fork Nooksack River (171100040401),1995-08-01,2023-11-28,48.69,-121.91,927,Whatcom,910,2023-04-23,990.6,2590.8,6.5,1.2,4,33,48.69
SNTL,WA,rex river,Rex River (171100120102),1995-08-01,2023-11-28,47.3,-121.6,1161,King,911,2023-04-23,1066.8,2011.7,6.5,1.3,3.8,17.8,47.3
SNTL,WA,skookum creek,Upper South Fork Tolt River (171100100503),1995-08-01,2023-11-28,47.68,-121.61,1009,King,912,2023-04-25,1353.8,2606,11.9,1.9,5.1,0,47.68
SNTL,WA,wells creek,Wells Creek (171100040103),1995-08-01,2023-11-28,48.87,-121.79,1228,Whatcom,909,2023-04-23,952.5,1521.5,7.5,0.9,3.5,5.1,48.87
SNTL,AZ,beaver head,Upper Beaver Creek (150601010107),1993-10-01,2023-11-28,33.69,-109.22,2462,Greenlee,902,2023-03-02,116.8,335.3,2.1,-11.1,-4.7,0,33.69
SNTL,CO,columbus basin,Headwaters La Plata River (140801050101),1994-08-01,2023-11-28,37.44,-108.02,3286,La Plata,904,2023-04-11,944.9,995.7,13.2,-0.2,5.1,0,37.44
SNTL,CO,mancos,West Mancos River (140801070102),1994-08-01,2023-11-28,37.43,-108.17,3061,Montezuma,905,2023-04-08,632.5,604.5,6.9,1.7,3.6,0,37.43
SNTL,MT,stuart mountain,Lower Rattlesnake Creek (170102040102),1994-07-01,2023-11-28,47,-113.93,2256,Missoula,901,2023-04-28,878.8,787.4,13.8,0.8,7.9,2.5,47
SNTL,UT,hardscrabble,Hardscrabble Creek (160201020105),1993-10-01,2023-11-28,40.87,-111.72,2210,Morgan,896,2023-04-07,1061.7,1099.8,10,-6.6,2.5,0,40.87
SNTL,WA,alpine meadows,Upper North Fork Tolt River (171100100501),1994-09-01,2023-11-28,47.78,-121.7,1067,King,908,2023-04-24,1557,2641.6,6.4,1.2,2.8,27.9,47.78
SNTL,WA,meadows pass,Headwaters Cedar River (171100120101),1993-10-01,2023-11-28,47.28,-121.47,985,King,897,2023-04-07,767.1,1610.4,8.3,1.7,3.9,12.7,47.28
SNTL,WA,mount gardner,Chester Morse Lake-Cedar River (171100120103),1993-10-01,2023-11-28,47.36,-121.57,890,King,898,2023-04-08,309.9,1546.9,5,1.5,3.1,7.6,47.36
SNTL,WA,tinkham creek,Headwaters Cedar River (171100120101),1993-10-01,2023-11-28,47.33,-121.47,911,King,899,2023-04-22,767.1,1808.5,7.6,1.5,3.3,2.5,47.33
SNTL,WY,tie creek,Lower Big Goose Creek (100901010205),1994-08-01,2023-11-28,44.81,-107.41,2094,Sheridan,818,2023-04-07,269.2,348,12.2,-4.4,4.2,0,44.81
SNTL,ID,chocolate gulch,Eagle Creek-Big Wood River (170402190301),1992-10-01,2023-11-28,43.77,-114.42,1923,Blaine,895,2023-04-10,477.5,513.1,13.5,-1.4,5.2,0,43.77
SNTL,MT,onion park,Upper Tenderfoot Creek (100301030801),1992-10-01,2023-11-28,46.91,-110.85,2259,Meagher,1008,2023-04-28,505.5,604.5,12,-4.9,2.7,0,46.91
SNTL,MT,stringer creek,Upper Tenderfoot Creek (100301030801),1992-10-01,2023-11-28,46.93,-110.9,1996,Meagher,1009,2023-04-23,419.1,497.8,12.4,-11.8,-0.1,0,46.93
SNTL,CO,ivanhoe,Headwaters Fryingpan River (140100040501),1991-10-01,2023-11-28,39.29,-106.55,3213,Pitkin,547,2023-04-30,487.7,599.4,12.6,-4.1,4.4,0,39.29
SNTL,CO,loveland basin,Headwaters Clear Creek (101900040102),1991-10-01,2023-11-28,39.67,-105.9,3483,Clear Creek,602,2023-05-01,472.4,434.3,13.2,0.3,5.5,0,39.67
SNTL,ID,camas creek divide,Sheep Creek-Camas Creek (170402200101),1991-10-01,2023-11-28,43.27,-115.35,1740,Elmore,382,2023-04-10,599.4,556.3,11,0.2,5.6,0,43.27
SNTL,MT,brackett creek,Upper Brackett Creek (100700030403),1992-08-01,2023-11-28,45.89,-110.94,2231,Gallatin,365,2023-04-25,629.9,744.2,11.2,0.1,4.2,2.5,45.89
SNTL,WA,moses mtn,Upper Omak Creeek (170200061903),1991-10-01,2023-11-28,48.36,-119.08,1527,Okanogan,644,2023-04-24,571.5,624.8,6.6,0.1,2.9,0,48.36
SNTL,WY,grave springs,Upper Buffalo Creek (100902010103),1991-10-01,2023-11-28,43.47,-107.24,2606,Natrona,501,2023-04-08,281.9,299.7,8.7,-2.6,1.6,0,43.47
SNTL,CA,monitor pass,Leviathan Canyon (160502010201),1990-10-01,2023-11-28,38.67,-119.61,2532,Alpine,633,2023-04-09,1437.6,1092.2,15.8,0.1,7.7,0,38.67
SNTL,CO,south colony,Colony Creek-Grape Creek (110200011206),1990-10-01,2023-11-28,37.97,-105.54,3313,Custer,773,2023-04-09,495.3,556.3,8.9,-6.1,0.9,0,37.97
SNTL,CA,leavitt lake,Leavitt Creek-West Walker River (160503020104),1989-10-01,2023-11-28,38.28,-119.61,2927,Mono,574,2023-05-11,3007.4,2108.2,11.1,-2.9,4.2,5.1,38.28
SNTL,CO,cascade #2,Headwaters Cascade Creek (140801040201),1990-09-01,2023-11-28,37.66,-107.8,2747,San Juan,387,2023-03-31,528.3,665.5,4.1,-9.4,-3.4,12.7,37.66
SNTL,ID,mica creek,Mica Creek (170103040604),1989-10-01,2023-11-28,47.15,-116.27,1375,Shoshone,623,2023-04-06,594.4,873.8,9.3,-4.1,1.7,0,47.15
SNTL,ID,wilson creek,Upper Wilson Creek (170402130202),1989-10-01,2023-11-28,42.01,-115,2170,Twin Falls,871,2023-04-09,602,533.4,9.1,-0.7,4,0,42.01
SNTL,SD,blind park,Upper Castle Creek (101201100104),1989-10-01,2023-11-28,44.11,-103.98,2100,Pennington,354,2023-04-07,256.5,297.2,9.9,-11.6,-0.1,2.5,44.11
SNTL,WA,lost horse,Upper Simcoe Creek (170300030302),1989-10-01,2023-11-28,46.36,-121.08,1561,Yakima,599,2023-04-21,535.9,635,4.8,-2.3,0.7,0,46.36
SNTL,WA,mount crag,Tunnel Creek (171100180601),1989-10-01,2023-11-28,47.76,-123.03,1207,Jefferson,648,2023-04-22,1102.4,1775.5,10.5,1.1,4.5,2.5,47.76
SNTL,WY,snake river station,Upper Pacific Creek (170401010402),1989-10-01,2023-11-28,44.13,-110.67,2109,Teton,764,2023-04-07,530.9,584.2,11.4,-19.2,-2.1,2.5,44.13
SNTL,CO,overland res.,Cow Creek (140200040101),1988-10-01,2023-11-28,39.09,-107.64,3015,Delta,675,2023-04-07,609.6,586.7,7,-12.9,-1.5,0,39.09
SNTL,CO,trinchera,North Fork Trinchera Creek (130100020601),1988-10-01,2023-11-28,37.35,-105.23,3329,Costilla,829,2023-04-07,261.6,327.7,8.1,-5,1.4,0,37.35
SNTL,ID,pine creek pass,Upper Trail Creek (170402040101),1988-10-01,2023-11-28,43.57,-111.21,2048,Teton,695,2023-04-06,518.2,627.4,4.9,-10.6,-3.4,0,43.57
SNTL,ID,sedgwick peak,Dempsey Creek (170402080209),1988-10-01,2023-11-28,42.52,-111.96,2393,Bannock,741,2023-04-27,939.8,909.3,13.4,-0.4,5.5,0,42.52
SNTL,MT,bisson creek,Mud Creek (170102120602),1988-10-01,2023-11-28,47.68,-114,1500,Lake,346,2023-04-07,325.1,520.7,13.8,-0.2,4.8,2.5,47.68
SNTL,MT,lone mountain,South Fork West Fork Gallatin River (100200080201),1988-10-01,2023-11-28,45.27,-111.43,2707,Madison,590,2023-04-28,662.9,528.3,13.2,-3.4,4.8,0,45.27
SNTL,MT,sleeping woman,East Fork Valley Creek (170102120708),1988-10-01,2023-11-28,47.18,-114.33,1875,Sanders,783,2023-04-06,414,487.7,7.4,-4.9,0.8,0,47.18
SNTL,NM,wesner springs,Porvenir Canyon-Gallinas Creek (130600010802),1988-10-01,2023-11-28,35.78,-105.54,3399,San Miguel,854,2023-04-01,447,586.7,7.8,-7.4,0.4,0,35.78
SNTL,NV,sheldon,Catnip Creek (171200080106),1988-10-01,2023-11-28,41.9,-119.44,1788,Washoe,750,2022-12-25,48.3,50.8,8.6,2.9,5.4,0,41.9
SNTL,UT,mill-d north,Headwaters Big Cottonwood Canyon (160202040201),1988-10-01,2023-11-28,40.66,-111.64,2732,Salt Lake,628,2023-04-12,1460.5,1277.6,9.9,5.3,7.9,0,40.66
SNTL,UT,snowbird,Headwaters Little Cottonwood Canyon (160202040202),1989-08-01,2023-11-28,40.57,-111.66,2797,Salt Lake,766,2023-04-26,1836.4,1544.3,7.3,-0.8,3.2,0,40.57
SNTL,MT,tizer basin,Headwaters Crow Creek (100301010701),1987-10-01,2023-11-28,46.35,-111.85,2097,Jefferson,893,2023-04-25,302.3,472.4,10.7,-1.9,3.4,0,46.35
SNTL,UT,lookout peak,Parleys Creek (160202040302),1988-06-01,2023-11-28,40.84,-111.71,2487,Salt Lake,596,2023-04-26,1381.8,1374.1,10.5,-0.1,4.6,0,40.84
SNTL,UT,mining fork,South Willow Creek-Frontal Great Salt Lake (160203040503),1988-09-01,2023-11-28,40.49,-112.61,2528,Tooele,631,2023-04-10,1079.5,927.1,14.3,4.2,9.6,0,40.49
SNTL,UT,thaynes canyon,Kimball Creek (160201020101),1988-06-01,2023-11-28,40.62,-111.53,2813,Summit,814,2023-04-26,1028.7,1026.2,9.9,-1.9,3.1,0,40.62
SNTL,WY,granite creek,Muddy Creek (170401030304),1987-10-01,2023-11-28,43.34,-110.43,2063,Teton,497,2023-04-11,502.9,408.9,15.5,-6.5,3.4,0,43.34
